iter	Logloss
176	0.3881448363
177	0.3879266049
178	0.3877845794
179	0.3875326134
180	0.3873374478
181	0.3872670734
182	0.3869722007
183	0.3867927556
184	0.3866259818
185	0.3865010485
186	0.3864688326
187	0.3863734697
188	0.386153324
189	0.38597185
190	0.3858479481
191	0.385743293
192	0.3855539231
193	0.3853643125
194	0.3851876197
195	0.3849821951
196	0.3848878094
197	0.3847771545
198	0.3846103683
199	0.3844596313
200	0.384268253
201	0.3841397279
202	0.3840608015
203	0.3838449205
204	0.3837236073
205	0.3836045469
206	0.3835172505
207	0.3834420692
208	0.383309103
209	0.3832198997
210	0.3830609235
211	0.3828931335
212	0.3827077734
213	0.3825452923
214	0.3824719523
215	0.3823113995
216	0.382151125
217	0.3820214218
218	0.3818581322
219	0.3817651031
220	0.3816375066
221	0.3814836246
222	0.3813490678
223	0.3811714163
224	0.3810335074
225	0.3808712641
226	0.3806832945
227	0.3805631902
228	0.3804211989
229	0.3803140787
230	0.3802050173
231	0.3799685664
232	0.3797654775
233	0.3796914856
234	0.3795543776
235	0.3794497609
236	0.3793229192
237	0.3791467453
238	0.3790295801
239	0.3788106526
240	0.3786836811
241	0.3785951037
242	0.3784287228
243	0.3782795497
244	0.3781360094
245	0.3780018416
246	0.3779385615
247	0.3777524756
248	0.377527291
249	0.3774509565
250	0.3773861732
251	0.3773282921
252	0.3772092193
253	0.3770107931
254	0.3769267042
255	0.3766998909
256	0.376571297
257	0.3764083454
258	0.3763189558
259	0.376228218
260	0.3761050379
261	0.3760140241
262	0.3758232408
263	0.3756426726
264	0.3755662882
265	0.3754722253
266	0.3753151245
267	0.3752237191
268	0.3751057034
269	0.3749891374
270	0.3749033377
271	0.3747862486
272	0.3746886743
273	0.3745967766
274	0.374515809
275	0.3744695241
276	0.3743644374
277	0.3742525213
278	0.3740806058
279	0.3739354807
280	0.3738168306
281	0.3736699429
282	0.3735289395
283	0.3734110993
284	0.3732582421
285	0.3731713512
286	0.3730916061
287	0.3728738758
288	0.3728241899
289	0.3726586935
290	0.3724951642
291	0.3724171403
292	0.3723332346
293	0.3721466562
294	0.3720078404
295	0.3719342098
296	0.371857023
297	0.3717916081
298	0.3716594879
299	0.3715483973
300	0.3713740918
301	0.3712285151
302	0.3710863185
303	0.3708662381
304	0.3707725763
305	0.370684764
306	0.370576465
307	0.3704329417
308	0.3702852698
309	0.3701667691
310	0.3700976934
311	0.3700039154
312	0.3699059289
313	0.3697516715
314	0.3696325835
315	0.369466331
316	0.3693277682
317	0.3691949502
318	0.3691147889
319	0.3689976968
320	0.3688329208
321	0.3686755578
322	0.3685104758
323	0.3684162992
324	0.3683184224
325	0.3680940731
326	0.3680263751
327	0.367948778
328	0.3678595626
329	0.3677144499
330	0.3676059498
331	0.3675152058
332	0.3674371932
333	0.3673092912
334	0.3672252711
335	0.3670192335
336	0.3669132717
337	0.3668270529
338	0.3666507182
339	0.3665735219
340	0.3664505556
341	0.3663005693
342	0.3662108886
343	0.3660932859
344	0.3659830687
345	0.365872683
346	0.3657781353
347	0.3656580051
348	0.365472608
349	0.3652017572
350	0.3649806543
351	0.3648979362
352	0.3647742799
353	0.3646153037
354	0.3644846719
355	0.3644337971
356	0.3643697324
357	0.3642756546
358	0.3640511301
359	0.3639339272
360	0.3638471919
361	0.3637108263
362	0.3635459718
363	0.3634757087
364	0.3632929755
365	0.3631321145
366	0.3628997154
367	0.3628109103
368	0.3626212659
369	0.3624960864
370	0.3623643987
371	0.3622058557
372	0.3621026623
373	0.3619395782
374	0.3617910986
375	0.3616481266
376	0.361434417
377	0.3612921374
378	0.361135966
379	0.3610369439
380	0.3609322965
381	0.3607702844
382	0.3606711359
383	0.3605414567
384	0.3604944215
385	0.3603588772
386	0.3602333103
387	0.3601692494
388	0.3600820579
389	0.3600318535
390	0.3598939175
391	0.3596867971
392	0.359578112
393	0.3594952876
394	0.3593678482
395	0.3592606138
396	0.3591520856
397	0.359094491
398	0.3589697778
399	0.3588469763
400	0.3586875598
401	0.3585529809
402	0.3584447564
403	0.3583702269
404	0.358185116
405	0.3581017613
406	0.3579242677
407	0.357872367
408	0.357776434
409	0.3577128118
410	0.3575770567
411	0.3574390697
412	0.3572942959
413	0.3571431992
414	0.3570101117
415	0.3568688659
416	0.3566394096
417	0.3565357185
418	0.3564533274
419	0.3563073887
420	0.3561473478
421	0.3560616011
422	0.3559283281
423	0.3557128824
424	0.3556470465
425	0.3555336564
426	0.3553930501
427	0.3552735932
428	0.3550879252
429	0.3549985354
430	0.3548948068
431	0.3548302623
432	0.3546694961
433	0.3545580328
434	0.3543749022
435	0.3542389891
436	0.3541227414
437	0.3540260039
438	0.3538481632
439	0.3537139483
440	0.3535864675
441	0.3534270504
442	0.3532435491
443	0.3531348003
444	0.3530330589
445	0.3529034531
446	0.3528353275
447	0.352702337
448	0.3526019319
449	0.3524546986
450	0.3523297042
451	0.3522221677
452	0.3520985329
453	0.3520146844
454	0.3518562925
455	0.351765142
456	0.3516620264
457	0.3515570781
458	0.3514099984
459	0.3513003982
460	0.3511254055
461	0.350960886
462	0.3507863144
463	0.3506800166
464	0.3505667865
465	0.3504438416
466	0.3503416548
467	0.350272131
468	0.3501463571
469	0.3500284141
470	0.3499484657
471	0.3497726249
472	0.3496454716
473	0.3495270659
474	0.3493348714
475	0.3492617263
476	0.3491762322
477	0.3491219055
478	0.3490098401
479	0.3489129807
480	0.3487828798
481	0.3487076389
482	0.348600467
483	0.348467887
484	0.3483947936
485	0.3482209739
486	0.3481307747
487	0.3479452012
488	0.3478102945
489	0.3476384539
490	0.3474824726
491	0.3473822945
492	0.3471781658
493	0.3470327892
494	0.3469030818
495	0.3467518898
496	0.3466080199
497	0.3465074668
498	0.3463723574
499	0.3462129655
500	0.3461275531
501	0.3459883357
502	0.345869283
503	0.3457140004
504	0.3455958824
505	0.3455254938
506	0.345420831
507	0.3452351095
508	0.3451395985
509	0.3450231364
510	0.344930991
511	0.3448193884
512	0.3447238959
513	0.3446343836
514	0.3445477406
515	0.3444025528
516	0.3442864761
517	0.3441148418
518	0.3439264974
519	0.343804154
520	0.3436629636
521	0.3435647135
522	0.3434288933
523	0.3432899137
524	0.3431537957
525	0.3430277892
526	0.3429280172
527	0.3427565309
528	0.342541497
529	0.3424617265
530	0.3423052331
531	0.3421619982
532	0.342060857
533	0.3420022568
534	0.3418423998
535	0.3417282134
536	0.3415737562
537	0.341388603
538	0.3412817606
539	0.3411948196
540	0.3410655143
541	0.3409199188
542	0.3408282326
543	0.3407100205
544	0.3406336293
545	0.3404961674
546	0.3403537539
547	0.3402536739
548	0.340168112
549	0.340078593
550	0.3399557147
551	0.3397805582
552	0.3396150412
553	0.3395348794
554	0.3394174342
555	0.3393420979
556	0.3392298313
557	0.3391348629
558	0.3389645855
559	0.3388585887
560	0.3388129927
561	0.3386113292
562	0.338443958
563	0.3383453334
564	0.3382341468
565	0.3380331447
566	0.3379068035
567	0.3378258017
568	0.3376845887
569	0.3375833796
570	0.3375058676
571	0.3373826432
572	0.3372205388
573	0.3371541535
574	0.3370444384
575	0.3368968458
576	0.3368145626
577	0.3367437956
578	0.3366924919
579	0.3366150132
580	0.3365032538
581	0.3363654441
582	0.3362856788
583	0.3362196265
584	0.3360456105
585	0.3359335697
586	0.3357883458
587	0.3356320445
588	0.3355041609
589	0.3353854477
590	0.3352520896
591	0.3351278896
592	0.3350101792
593	0.3349177787
594	0.3348026477
595	0.3347061531
596	0.3346481185
597	0.3345245766
598	0.3344174002
599	0.3342039678
600	0.334088349
601	0.3339735017
602	0.3338685701
603	0.3337792909
604	0.3337237235
605	0.3335602244
606	0.3334637013
607	0.333347273
608	0.333279532
609	0.3331614252
610	0.3331060085
611	0.3329777659
612	0.3328093115
613	0.3326994255
614	0.3325772412
615	0.3324296529
616	0.3322571818
617	0.3320711393
618	0.3319639809
619	0.3318236853
620	0.3317128634
621	0.3316029795
622	0.3314753334
623	0.3313649269
624	0.3312320931
625	0.3310623338
626	0.3309846239
627	0.3308263687
628	0.3307326973
629	0.3306174039
630	0.3304606551
631	0.3303655165
632	0.3302704456
633	0.3301570981
634	0.3300390259
635	0.3299084025
636	0.3298045136
637	0.3297265659
638	0.329630232
639	0.3295251561
640	0.3294672166
641	0.3293478883
642	0.3292449428
643	0.3290712059
644	0.3289436259
645	0.3288548706
646	0.3287950434
647	0.3287320901
648	0.3286173298
649	0.3285188837
650	0.3284340535
651	0.3283688911
652	0.3282332361
653	0.3280948937
654	0.3279345817
655	0.3278729961
656	0.3277876785
657	0.327684345
658	0.327595154
659	0.3274863101
660	0.3273751039
661	0.3272209014
662	0.3271360983
663	0.3271086721
664	0.3269797134
665	0.3269282856
666	0.3268013046
667	0.326702235
668	0.326635333
669	0.3265563854
670	0.3265145122
671	0.3264037348
672	0.3262999035
673	0.3262061709
674	0.3261156626
675	0.3260285665
676	0.325939378
677	0.3258756575
678	0.3258199764
679	0.3257620473
680	0.3256675843
681	0.3256073611
682	0.3255598976
683	0.3254694879
684	0.3253950294
685	0.3252808538
686	0.325151632
687	0.3251005257
688	0.3250095378
689	0.3249028866
690	0.3248038215
691	0.3246721197
692	0.3245176265
693	0.3243662742
694	0.3242322209
695	0.3241255293
696	0.324075074
697	0.3240045498
698	0.32384823
699	0.3237546629
700	0.3237101746
701	0.3236368327
702	0.3235941571
703	0.3234800775
704	0.3233853855
705	0.3232705818
706	0.32312882
707	0.3229929357
708	0.3229345703
709	0.3228337943
710	0.3227708557
711	0.3227092183
712	0.3226324569
713	0.3224919902
714	0.3223373883
715	0.3222198352
716	0.3221292957
717	0.3219207631
718	0.32184429
719	0.3217210701
720	0.3216185242
721	0.321491192
722	0.3214031387
723	0.3212843115
724	0.3211155292
725	0.3210274911
726	0.3208932775
727	0.3207543384
728	0.3205251469
729	0.3204273004
730	0.320295943
731	0.3202163111
732	0.3201101061
733	0.3199127289
734	0.319877827
735	0.3197647881
736	0.3197106145
737	0.3196069273
738	0.3195693376
739	0.3194751899
740	0.3193501956
741	0.3192281494
742	0.3191356128
743	0.3190288981
744	0.3189596626
745	0.3188800371
746	0.3187320537
747	0.3186852155
748	0.3186015306
749	0.3184997911
750	0.3183664254
751	0.3182991466
752	0.3181820864
753	0.3180942796
754	0.3179804296
755	0.3179211841
756	0.3178114969
757	0.3177127383
758	0.3176477579
759	0.3175530962
760	0.3174499085
761	0.3173818594
762	0.3172716704
763	0.3171242263
764	0.3169848981
765	0.3168609868
766	0.3167194383
767	0.316597894
768	0.3164976783
769	0.3163894154
770	0.3163043428
771	0.316242903
772	0.3161442621
773	0.3160211604
774	0.315955323
775	0.3158400695
776	0.3156822056
777	0.3156208296
778	0.3154322995
779	0.3153961538
780	0.3152529921
781	0.3151687056
782	0.315051112
783	0.3149547329
784	0.3147873827
785	0.3146531422
786	0.3145028701
787	0.314387362
788	0.314330103
789	0.3142131678
790	0.3141317229
791	0.3139528767
792	0.3138343714
793	0.3137934145
794	0.3136952997
795	0.3135873683
796	0.3135338767
797	0.3134079255
798	0.3132678617
799	0.313173626
800	0.3130844618
801	0.3130409758
802	0.3129463474
803	0.3128549729
804	0.3126910607
805	0.3126164007
806	0.3125174543
807	0.3124162928
808	0.3123114332
809	0.3122425428
810	0.3121750263
811	0.3120544289
812	0.3119463107
813	0.3118472012
814	0.3117264675
815	0.3116120339
816	0.311535324
817	0.3114242211
818	0.3113240031
819	0.3112379128
820	0.311178121
821	0.3110599167
822	0.3109309225
823	0.3108533179
824	0.3107722413
825	0.3106561553
826	0.3105699673
827	0.3104830598
828	0.3104058404
829	0.3102648602
830	0.3101445854
831	0.3100827828
832	0.3099843483
833	0.3099116563
834	0.3098088537
835	0.3097502313
836	0.3097028033
837	0.3096595376
838	0.309535263
839	0.3094571354
840	0.3093244158
841	0.309246709
842	0.3091456182
843	0.3090802497
844	0.3089706889
845	0.3088801045
846	0.308757688
847	0.3086638426
848	0.3085620163
849	0.3084762836
850	0.3083515981
851	0.3082490414
852	0.3081627915
853	0.3080983909
854	0.3080187121
855	0.3078859233
856	0.3078492248
857	0.3077401973
858	0.3076536828
859	0.3075635047
860	0.3074984475
861	0.3073787109
862	0.3073001844
863	0.3072391335
864	0.3071265575
865	0.3070152575
866	0.3069477105
867	0.3068351335
868	0.3066961055
869	0.3065981771
870	0.3065160251
871	0.3064346461
872	0.3063422738
873	0.3062484135
874	0.3061885614
875	0.3060485508
876	0.3059554788
877	0.3059157023
878	0.3058185464
879	0.3056929259
880	0.3056240503
881	0.3055049542
882	0.3053983267
883	0.3053014533
884	0.3052060177
885	0.3051321886
886	0.3050443562
887	0.3049695513
888	0.3048747454
889	0.3047972308
890	0.3047421078
891	0.3046047991
892	0.3044993823
893	0.3043984313
894	0.3042813128
895	0.3042107614
896	0.3041240714
897	0.3040461823
898	0.3039588945
899	0.3038500761
900	0.3037677434
901	0.3036974509
902	0.3035855589
903	0.3034289682
904	0.3033506821
905	0.3032612191
906	0.3031437879
907	0.3030615209
908	0.3029245476
909	0.3027747086
910	0.3027358022
911	0.3025874658
912	0.3024871993
913	0.3023404401
914	0.3022209515
915	0.3021760399
916	0.3021419258
917	0.302019379
918	0.3019248345
919	0.3018273667
920	0.3017377643
921	0.3016577139
922	0.3015868118
923	0.30145644
924	0.3013209611
925	0.3011957791
926	0.3010911435
927	0.3010185908
928	0.3009202948
929	0.3008673344
930	0.3007622926
931	0.3006931084
932	0.3005600547
933	0.3004805107
934	0.3004256896
935	0.3003545604
936	0.3002378564
937	0.3001797513
938	0.3000849949
939	0.2999875367
940	0.2998483692
941	0.2997625652
942	0.2996998293
943	0.2996324563
944	0.2995531308
945	0.2994415962
946	0.2994199874
947	0.2993562033
948	0.2992543548
949	0.2991222759
950	0.2990278365
951	0.2989617079
952	0.2988701769
953	0.2987288575
954	0.2986626518
955	0.298575169
956	0.2984245909
957	0.2983061604
958	0.2982228882
959	0.2981093179
960	0.297978286
961	0.297800954
962	0.2977055564
963	0.2975726191
964	0.297448169
965	0.2973677696
966	0.2973178599
967	0.2972441083
968	0.2971743538
969	0.2971157558
970	0.2970320485
971	0.2969521816
972	0.2968564706
973	0.2967793204
974	0.296714643
975	0.2966276871
976	0.2965173376
977	0.2963914047
978	0.2963271286
979	0.2962624763
980	0.2961434049
981	0.296051849
982	0.2959559071
983	0.2958961234
984	0.2957285199
985	0.2956271124
986	0.2955219479
987	0.2953945733
988	0.2953002052
989	0.295153441
990	0.2950445323
991	0.2949311215
992	0.2948586376
993	0.2947821647
994	0.2947109577
995	0.2946058884
996	0.2944908137
997	0.2944238741
998	0.2942900327
999	0.2942140796
